t_beat,rr_ms,abs_drr,z_rr,z_abs_drr
66463,1020.0,620.0,0.8664802589672805,1.7490208697677188
66464,1064.0,44.0,1.0043939048462325,-0.3998878755259445
66465,1432.0,368.0,2.157853488561102,0.808873293701741
66466,1292.0,140.0,1.719037342582619,-0.0417364179770006
66467,1232.0,60.0,1.530973280020412,-0.3401959659344539
66468,548.0,684.0,-0.6129570331887482,1.9877885081336817
66469,1908.0,1360.0,3.649828384887945,4.509771688374161
66470,1496.0,412.0,2.358455155294123,0.9730260450783402
66471,1084.0,412.0,1.0670819257003012,0.9730260450783402
66472,1168.0,84.0,1.3303716132873913,-0.2506581015472179
66473,1204.0,36.0,1.4432100508247154,-0.4297338303216899
66474,1092.0,112.0,1.092157134041929,-0.1461972597621093
66475,1148.0,56.0,1.2676835924333223,-0.3551189433323266
66476,1228.0,80.0,1.5184356758495985,-0.2655810789450906
66477,1092.0,136.0,1.092157134041929,-0.0566593953748733
66478,1580.0,488.0,2.621744842881213,1.2565626156379208
66479,1160.0,420.0,1.3052964049457636,1.0028719998740856
66480,1196.0,36.0,1.4181348424830875,-0.4297338303216899
66481,536.0,660.0,-0.6505698457011896,1.8982506437464453
66482,864.0,328.0,0.3775136963055422,0.6596435197230144
66483,1192.0,328.0,1.405597238312274,0.6596435197230144
66484,1072.0,120.0,1.02946911318786,-0.116351304966364
66485,552.0,520.0,-0.6004194290179343,1.375946434820902
66486,1676.0,1124.0,2.922647342980744,3.6293160218996743
66487,1040.0,636.0,0.9291682798213496,1.8087127793592093
66488,348.0,692.0,-1.2398372417294383,2.017634462929427
66489,552.0,204.0,-0.6004194290179343,0.1970312203889619
66490,552.0,0.0,-0.6004194290179343,-0.5640406269025439
66491,1760.0,1208.0,3.185937030567834,3.942698547255
66492,1176.0,584.0,1.3554468216290187,1.6147140731868648
66493,1092.0,84.0,1.092157134041929,-0.2506581015472179
66494,1052.0,40.0,0.966781092333791,-0.4148108529238172
66495,1126.0,74.0,1.1987267694938464,-0.2879655450418996
66496,1200.0,74.0,1.4306724466539016,-0.2879655450418996
66497,1084.0,116.0,1.0670819257003012,-0.1312742823642366
66498,1032.0,52.0,0.904093071479722,-0.3700419207301992
66499,1004.0,28.0,0.8163298422840253,-0.4595797851174352
66500,312.0,692.0,-1.3526756792667625,2.017634462929427
66501,608.0,296.0,-0.4248929706265411,0.5402597005400331
66502,812.0,204.0,0.2145248420849628,0.1970312203889619
66503,1064.0,252.0,1.0043939048462325,0.3761069491634338
66504,1044.0,20.0,0.9417058839921634,-0.4894257399131805
66505,1052.0,8.0,0.966781092333791,-0.5341946721067985
66506,1164.0,112.0,1.3178340091165774,-0.1461972597621093
66507,1210.0,46.0,1.4620164570809362,-0.3924263868270082
66508,1256.0,46.0,1.606198905045295,-0.3924263868270082
66509,1056.0,200.0,0.9793186965046048,0.1821082429910892
66510,1180.0,124.0,1.3679844257998326,-0.1014283275684913
66511,596.0,584.0,-0.4625057831389825,1.6147140731868648
66512,1684.0,1088.0,2.947722551322372,3.49500922531882
66513,1076.0,608.0,1.0420067173586738,1.7042519375741008
66514,1204.0,128.0,1.4432100508247154,-0.0865053501706186
66515,1204.0,0.0,1.4432100508247154,-0.5640406269025439
66516,540.0,664.0,-0.6380322415303757,1.9131736211443184
66517,1604.0,1064.0,2.6969704679060955,3.405471360931584
66518,1056.0,548.0,0.9793186965046048,1.4804072766060108
66519,1308.0,252.0,1.7691877592658742,0.3761069491634338
66520,520.0,788.0,-0.7007202623844447,2.3757859204783704
66521,1652.0,1132.0,2.847421717955861,3.6591619766954193
66522,1224.0,428.0,1.5058980716787844,1.0327179546698309
66523,1088.0,136.0,1.079619529871115,-0.0566593953748733
66524,1108.0,20.0,1.142307550725184,-0.4894257399131805
66525,584.0,524.0,-0.5001185956514239,1.3908694122187748
66526,1568.0,984.0,2.5841320303687714,3.107011812974131
66527,1028.0,540.0,0.8915554673089081,1.4505613218102655
66528,1048.0,20.0,0.9542434881629772,-0.4894257399131805
66529,1052.0,4.0,0.966781092333791,-0.5491176495046711
66530,1032.0,20.0,0.904093071479722,-0.4894257399131805
66531,536.0,496.0,-0.6505698457011896,1.286408570433666
66532,1808.0,1272.0,3.3363882806175997,4.1814661856209625
66533,1160.0,648.0,1.3052964049457636,1.8534817115528273
66534,1660.0,500.0,2.872496926297489,1.3013315478315388
66535,1228.0,432.0,1.5184356758495985,1.0476409320677036
66536,608.0,620.0,-0.4248929706265411,1.7490208697677188
66537,1584.0,976.0,2.6342824470520267,3.0771658581783856
66538,1196.0,388.0,1.4181348424830875,0.8834881806911044
66539,1224.0,28.0,1.5058980716787844,-0.4595797851174352
66540,1080.0,144.0,1.0545443215294876,-0.026813440579128
66541,1116.0,36.0,1.1673827590668118,-0.4297338303216899
66542,1780.0,664.0,3.248625051421903,1.9131736211443184
66543,544.0,1236.0,-0.625494637359562,4.047159389040108
66544,1680.0,1136.0,2.935184947151558,3.674084954093292
66545,1088.0,592.0,1.079619529871115,1.64456002798261
66546,1052.0,36.0,0.966781092333791,-0.4297338303216899
66547,356.0,696.0,-1.2147620333878106,2.0325574403272992
66548,1020.0,664.0,0.8664802589672805,1.9131736211443184
66549,1228.0,208.0,1.5184356758495985,0.2119541977868345
66550,1032.0,196.0,0.904093071479722,0.1671852655932165
66551,1068.0,36.0,1.016931509017046,-0.4297338303216899
66552,1224.0,156.0,1.5058980716787844,0.0179554916144899
66553,632.0,592.0,-0.3496673456016583,1.64456002798261
66554,1628.0,996.0,2.7721960929309786,3.151780745167749
66555,516.0,1112.0,-0.7132578665552586,3.584547089706056
66556,1828.0,1312.0,3.3990763014716685,4.330695959599689
66557,1172.0,656.0,1.342909217458205,1.8833276663485723
66558,528.0,644.0,-0.6756450540428172,1.8385587341549547
66559,1776.0,1248.0,3.236087447251089,4.091928321233727
66560,1168.0,608.0,1.3303716132873913,1.7042519375741008
66561,536.0,632.0,-0.6505698457011896,1.7937898019613367
66562,536.0,0.0,-0.6505698457011896,-0.5640406269025439
66563,1780.0,1244.0,3.248625051421903,4.077005343835854
66564,1128.0,652.0,1.204995571579253,1.8684046889507
66565,1098.0,30.0,1.1109635402981497,-0.4521182964184989
66566,1068.0,30.0,1.016931509017046,-0.4521182964184989
66567,1204.0,136.0,1.4432100508247154,-0.0566593953748733
66568,913.3333129882812,290.66668701171875,0.5321440839760266,0.5203624732450577
66569,622.6666870117188,290.6666259765625,-0.3789216915640047,0.5203622455384933
66570,332.0,290.66668701171875,-1.2899876584126937,0.5203624732450577
66571,784.0,452.0,0.1267616128892661,1.1222558190570668
66572,1236.0,452.0,1.543510884191226,1.1222558190570668
66573,568.0,668.0,-0.5502690123346792,1.9280965985421907
66574,596.0,28.0,-0.4625057831389825,-0.4595797851174352
66575,624.0,28.0,-0.3747425539432859,-0.4595797851174352
66576,1156.0,532.0,1.2927588007749498,1.42071536701452
66577,1032.0,124.0,0.904093071479722,-0.1014283275684913
66578,568.0,464.0,-0.5502690123346792,1.1670247512506848
66579,1728.0,1160.0,3.0856361972013233,3.763622818480528
66580,1172.0,556.0,1.342909217458205,1.510253231401756
66581,1052.0,120.0,0.966781092333791,-0.116351304966364
66582,1032.0,20.0,0.904093071479722,-0.4894257399131805
66583,1012.0,20.0,0.841405050625653,-0.4894257399131805
66584,748.0,264.0,0.0139231753519419,0.4208758813570518
66585,624.0,124.0,-0.3747425539432859,-0.1014283275684913
66586,1580.0,956.0,2.621744842881213,3.0025509711890224
66587,1188.0,392.0,1.3930596341414605,0.898411158088977
66588,1136.0,52.0,1.2300707799208808,-0.3700419207301992
66589,1056.0,80.0,0.9793186965046048,-0.2655810789450906
66590,1040.0,16.0,0.9291682798213496,-0.5043487173110532
66591,1068.0,28.0,1.016931509017046,-0.4595797851174352
66592,1152.0,84.0,1.280221196604136,-0.2506581015472179
66593,886.0,266.0,0.4464705192450181,0.4283373700559881
66594,620.0,266.0,-0.3872801581140997,0.4283373700559881
66595,1676.0,1056.0,2.922647342980744,3.375625406135839
66596,508.0,1168.0,-0.7383330748968862,3.7934687732762735
66597,826.0,318.0,0.2584064566828111,0.6223360762283328
66598,1144.0,318.0,1.2551459882625084,0.6223360762283328
66599,528.0,616.0,-0.6756450540428172,1.734097892369846
66600,516.0,12.0,-0.7132578665552586,-0.5192716947089259
66601,610.0,94.0,-0.4186241685411342,-0.2133506580525363
66602,704.0,94.0,-0.1239904705270098,-0.2133506580525363
66603,1776.0,1072.0,3.236087447251089,3.4353173157273296
66604,1112.0,664.0,1.154845154895998,1.9131736211443184
66605,576.0,536.0,-0.5251938039930515,1.4356383444123928
66606,1596.0,1020.0,2.6718952595644683,3.241318609554985
66607,872.0,724.0,0.4025889046471698,2.137018282112408
66608,1720.0,848.0,3.060560988859696,2.5996305814464606
66609,1036.0,684.0,0.9166306756505356,1.9877885081336817
66610,1028.0,8.0,0.8915554673089081,-0.5341946721067985
66611,1066.0,38.0,1.0106627069316392,-0.4222723416227535
66612,1104.0,38.0,1.1297699465543705,-0.4222723416227535
66613,532.0,572.0,-0.6631074498720033,1.5699451409932468
66614,782.0,250.0,0.1204928108038592,0.3686454604644975
66615,1032.0,250.0,0.904093071479722,0.3686454604644975
66616,1184.0,152.0,1.3805220299706464,0.0030325142166172
66617,1104.0,80.0,1.1297699465543705,-0.2655810789450906
66618,532.0,572.0,-0.6631074498720033,1.5699451409932468
66619,1376.0,844.0,1.982327030169709,2.584707604048588
66620,1016.0,360.0,0.8539426547964667,0.7790273389059956
66621,1020.0,4.0,0.8664802589672805,-0.5491176495046711
66622,1280.0,260.0,1.6814245300701778,0.4059529039591791
66623,520.0,760.0,-0.7007202623844447,2.271325078693262
66624,1792.0,1272.0,3.2862378639343444,4.1814661856209625
66625,1188.0,604.0,1.3930596341414605,1.689328960176228
66626,1124.0,64.0,1.1924579674084397,-0.3252729885365812
66627,864.0,260.0,0.3775136963055422,0.4059529039591791
66628,604.0,260.0,-0.4374305747973549,0.4059529039591791
66629,1564.0,960.0,2.5715944261979575,3.017473948586895
66630,1172.0,392.0,1.342909217458205,0.898411158088977
66631,1092.0,80.0,1.092157134041929,-0.2655810789450906
66632,1152.0,60.0,1.280221196604136,-0.3401959659344539
66633,592.0,560.0,-0.4750433873097963,1.5251762087996288
66634,784.0,192.0,0.1267616128892661,0.1522622881953439
66635,976.0,192.0,0.7285666130883287,0.1522622881953439
66636,1168.0,192.0,1.3303716132873913,0.1522622881953439
66637,624.0,544.0,-0.3747425539432859,1.465484299208138
66638,1728.0,1104.0,3.0856361972013233,3.554701134910311
66639,1088.0,640.0,1.079619529871115,1.823635756757082
66640,628.0,460.0,-0.3622049497724721,1.1521017738528123
66641,872.0,244.0,0.4025889046471698,0.3462609943676885
66642,1116.0,244.0,1.1673827590668118,0.3462609943676885
66643,1148.0,32.0,1.2676835924333223,-0.4446568077195625
66644,1180.0,32.0,1.3679844257998326,-0.4446568077195625
66645,1584.0,404.0,2.6342824470520267,0.943180090282595
66646,1064.0,520.0,1.0043939048462325,1.375946434820902
66647,1620.0,556.0,2.747120884589351,1.510253231401756
66648,1180.0,440.0,1.3679844257998326,1.0774868868634488
66649,1960.0,780.0,3.812817239108524,2.3459399656826254
66650,928.0,1032.0,0.578115363038563,3.286087541748603
66651,508.0,420.0,-0.7383330748968862,1.0028719998740856
66652,532.0,24.0,-0.6631074498720033,-0.4745027625153079
66653,1174.0,642.0,1.3491780195436118,1.8310972454560184
66654,1816.0,642.0,3.361463488959227,1.8310972454560184
66655,1248.0,568.0,1.5811236967036673,1.555022163595374
66656,1092.0,156.0,1.092157134041929,0.0179554916144899
66657,1408.0,316.0,2.082627863536219,0.6148745875293964
66658,304.0,1104.0,-1.3777508876083902,3.554701134910311
66659,732.0,428.0,-0.0362272413313132,1.0327179546698309
66660,1160.0,428.0,1.3052964049457636,1.0327179546698309
66661,1144.0,16.0,1.2551459882625084,-0.5043487173110532
66662,524.0,620.0,-0.688182658213631,1.7490208697677188
66663,1076.0,552.0,1.0420067173586738,1.4953302540038835
66664,1164.0,88.0,1.3178340091165774,-0.2357351241493453
66665,536.0,628.0,-0.6505698457011896,1.778866824563464
66666,802.0,266.0,0.1831808316579282,0.4283373700559881
66667,1068.0,266.0,1.016931509017046,0.4283373700559881
66668,1200.0,132.0,1.4306724466539016,-0.071582372772746
66669,1104.0,96.0,1.1297699465543705,-0.2058891693535999
66670,708.0,396.0,-0.111452866356196,0.9133341354868496
66671,1864.0,1156.0,3.5119147390089926,3.7486998410826553
66672,1216.0,648.0,1.4808228633371567,1.8534817115528273
66673,1230.0,14.0,1.5247044779350052,-0.5118102060099895
66674,1244.0,14.0,1.5685860925328534,-0.5118102060099895
66675,1084.0,160.0,1.0670819257003012,0.0328784690123626
66676,568.0,516.0,-0.5502690123346792,1.3610234574230295
66677,1130.0,562.0,1.21126437366466,1.5326376974985652
66678,1692.0,562.0,2.972797759663999,1.5326376974985652
66679,1172.0,520.0,1.342909217458205,1.375946434820902
66680,1104.0,68.0,1.1297699465543705,-0.3103500111387086
66681,396.0,708.0,-1.0893859916796726,2.0773263725209175
66682,368.0,28.0,-1.177149220875369,-0.4595797851174352
66683,340.0,28.0,-1.2649124500710658,-0.4595797851174352
66684,1840.0,1500.0,3.43668911398411,5.032075897299705
66685,1232.0,608.0,1.530973280020412,1.7042519375741008
66686,1500.0,268.0,2.370992759464937,0.4357988587549244
66687,1768.0,268.0,3.2110122389094617,0.4357988587549244
66688,1188.0,580.0,1.3930596341414605,1.599791095788992
66689,536.0,652.0,-0.6505698457011896,1.8684046889507
66690,1976.0,1440.0,3.8629676557917794,4.808231236331615
66691,1392.0,584.0,2.032477446852964,1.6147140731868648
66692,1128.0,264.0,1.204995571579253,0.4208758813570518
66693,1096.0,32.0,1.1046947382127428,-0.4446568077195625
66694,584.0,512.0,-0.5001185956514239,1.3461004800251568
66695,1940.0,1356.0,3.750129218254455,4.494848710976289
66696,1072.0,868.0,1.02946911318786,2.674245468435824
66697,1054.0,18.0,0.973049894419198,-0.4968872286121168
66698,1036.0,18.0,0.9166306756505356,-0.4968872286121168
66699,1240.0,204.0,1.5560484883620396,0.1970312203889619
66700,528.0,712.0,-0.6756450540428172,2.09224934991879
66701,1912.0,1384.0,3.6623659890587583,4.599309552761397
66702,1204.0,708.0,1.4432100508247154,2.0773263725209175
66703,1302.0,98.0,1.7503813530096537,-0.1984276806546636
66704,1400.0,98.0,2.0575526551945917,-0.1984276806546636
66705,1324.0,76.0,1.8193381759491296,-0.2805040563429632
66706,1060.0,264.0,0.9918563006754184,0.4208758813570518
66707,1208.0,148.0,1.4557476549955293,-0.0118904631812553
66708,1100.0,108.0,1.1172323423835566,-0.1611202371599819
66709,1392.0,292.0,2.032477446852964,0.5253367231421604
66710,320.0,1072.0,-1.327600470925135,3.4353173157273296
66711,1944.0,1624.0,3.762666822425269,5.494688196633757
66712,520.0,1424.0,-0.7007202623844447,4.748539326740124
66713,1736.0,1216.0,3.110711405542951,3.9725445020507455
66714,1232.0,504.0,1.530973280020412,1.3162545252294116
66715,1080.0,152.0,1.0545443215294876,0.0030325142166172
66716,1084.0,4.0,1.0670819257003012,-0.5491176495046711
66717,1244.0,160.0,1.5685860925328534,0.0328784690123626
66718,1128.0,116.0,1.204995571579253,-0.1312742823642366
66719,1032.0,96.0,0.904093071479722,-0.2058891693535999
66720,1068.0,36.0,1.016931509017046,-0.4297338303216899
66721,1240.0,172.0,1.5560484883620396,0.0776474012059806
66722,1140.0,100.0,1.2426083840916946,-0.1909661919557273
66723,1072.0,68.0,1.02946911318786,-0.3103500111387086
66724,1692.0,620.0,2.972797759663999,1.7490208697677188
66725,1060.0,632.0,0.9918563006754184,1.7937898019613367
66726,1048.0,12.0,0.9542434881629772,-0.5192716947089259
66727,1056.0,8.0,0.9793186965046048,-0.5341946721067985
66728,516.0,540.0,-0.7132578665552586,1.4505613218102655
66729,1032.0,516.0,0.904093071479722,1.3610234574230295
66730,1020.0,12.0,0.8664802589672805,-0.5192716947089259
66731,528.0,492.0,-0.6756450540428172,1.2714855930357936
66732,1144.0,616.0,1.2551459882625084,1.734097892369846
66733,1220.0,76.0,1.4933604675079706,-0.2805040563429632
66734,1656.0,436.0,2.859959322126675,1.0625639094655763
66735,1440.0,216.0,2.1829286969027297,0.2418001525825798
66736,308.0,1132.0,-1.3652132834375763,3.6591619766954193
66737,418.0,110.0,-1.0204291687401967,-0.1536587484610456
66738,528.0,110.0,-0.6756450540428172,-0.1536587484610456
66739,1636.0,1108.0,2.7972713012726063,3.569624112308184
66740,884.0,752.0,0.4402017171596112,2.2414791238975167
66741,1380.0,496.0,1.9948646343405227,1.286408570433666
66742,1720.0,340.0,3.060560988859696,0.7044124519166324
66743,1124.0,596.0,1.1924579674084397,1.6594830053804828
66744,1572.0,448.0,2.596669634539585,1.1073328416591943
66745,1036.0,536.0,0.9166306756505356,1.4356383444123928
66746,344.0,692.0,-1.2523748459002522,2.017634462929427
66747,1136.0,792.0,1.2300707799208808,2.390708897876243
66748,1152.0,16.0,1.280221196604136,-0.5043487173110532
66749,524.0,628.0,-0.688182658213631,1.778866824563464
66750,512.0,12.0,-0.7257954707260724,-0.5192716947089259
66751,1128.0,616.0,1.204995571579253,1.734097892369846
66752,1076.0,52.0,1.0420067173586738,-0.3700419207301992
66753,1024.0,52.0,0.8790178631380943,-0.3700419207301992
66754,1216.0,192.0,1.4808228633371567,0.1522622881953439
66755,1804.0,588.0,3.323850676446786,1.6296370505847373
66756,1144.0,660.0,1.2551459882625084,1.8982506437464453
66757,1580.0,436.0,2.621744842881213,1.0625639094655763
66758,1180.0,400.0,1.3679844257998326,0.9282571128847223
66759,552.0,628.0,-0.6004194290179343,1.778866824563464
66760,1404.0,852.0,2.0700902593654056,2.6145535588443334
66761,1028.0,376.0,0.8915554673089081,0.8387192484974864
66762,1132.0,104.0,1.217533175750067,-0.1760432145578546
66763,1656.0,524.0,2.859959322126675,1.3908694122187748
66764,1386.0,270.0,2.0136710405967433,0.4432603474538608
66765,1116.0,270.0,1.1673827590668118,0.4432603474538608
66766,1580.0,464.0,2.621744842881213,1.1670247512506848
66767,984.0,596.0,0.7536418214299563,1.6594830053804828
66768,1148.0,164.0,1.2676835924333223,0.0478014464102352
66769,1152.0,4.0,1.280221196604136,-0.5491176495046711
66770,1156.0,4.0,1.2927588007749498,-0.5491176495046711
66771,856.0,300.0,0.3524384879639146,0.5551826779379058
66772,1216.0,360.0,1.4808228633371567,0.7790273389059956
66773,1060.0,156.0,0.9918563006754184,0.0179554916144899
66774,1212.0,152.0,1.4682852591663431,0.0030325142166172
66775,1076.0,136.0,1.0420067173586738,-0.0566593953748733
66776,1044.0,32.0,0.9417058839921634,-0.4446568077195625
66777,1016.0,28.0,0.8539426547964667,-0.4595797851174352
66778,320.0,696.0,-1.327600470925135,2.0325574403272992
66779,1164.0,844.0,1.3178340091165774,2.584707604048588
66780,1272.0,108.0,1.65634932172855,-0.1611202371599819
66781,1108.0,164.0,1.142307550725184,0.0478014464102352
66782,1044.0,64.0,0.9417058839921634,-0.3252729885365812
66783,1028.0,16.0,0.8915554673089081,-0.5043487173110532
66784,1544.0,516.0,2.5089064053438888,1.3610234574230295
66785,1048.0,496.0,0.9542434881629772,1.286408570433666
66786,1072.0,24.0,1.02946911318786,-0.4745027625153079
66787,1240.0,168.0,1.5560484883620396,0.0627244238081079
66788,1172.0,68.0,1.342909217458205,-0.3103500111387086
66789,1114.0,58.0,1.1611139569814048,-0.3476574546333902
66790,1056.0,58.0,0.9793186965046048,-0.3476574546333902
66791,340.0,716.0,-1.2649124500710658,2.107172327316663
66792,770.6666870117188,430.6666870117187,0.0849696627561059,1.0426666821706008
66793,1201.3333740234375,430.6666870117187,1.434851775583278,1.0426666821706008
66794,1632.0,430.6666259765625,2.7847336971017924,1.0426664544640365
66795,1136.0,496.0,1.2300707799208808,1.286408570433666
66796,1720.0,584.0,3.060560988859696,1.6147140731868648
66797,1096.0,624.0,1.1046947382127428,1.7639438471655913
66798,1124.0,28.0,1.1924579674084397,-0.4595797851174352
66799,1148.0,24.0,1.2676835924333223,-0.4745027625153079
66800,1412.0,264.0,2.0951654677070333,0.4208758813570518
66801,1024.0,388.0,0.8790178631380943,0.8834881806911044
66802,1140.0,116.0,1.2426083840916946,-0.1312742823642366
66803,1094.0,46.0,1.098425936127336,-0.3924263868270082
66804,1048.0,46.0,0.9542434881629772,-0.3924263868270082
66805,1036.0,12.0,0.9166306756505356,-0.5192716947089259
66806,696.0,340.0,-0.1490656788686374,0.7044124519166324
66807,1244.0,548.0,1.5685860925328534,1.4804072766060108
66808,1116.0,128.0,1.1673827590668118,-0.0865053501706186
66809,1124.0,8.0,1.1924579674084397,-0.5341946721067985
66810,1212.0,88.0,1.4682852591663431,-0.2357351241493453
66811,548.0,664.0,-0.6129570331887482,1.9131736211443184
66812,1032.0,484.0,0.904093071479722,1.241639638240048
66813,1048.0,16.0,0.9542434881629772,-0.5043487173110532
66814,1156.0,108.0,1.2927588007749498,-0.1611202371599819
66815,432.0,724.0,-0.9765475541423484,2.137018282112408
66816,1172.0,740.0,1.342909217458205,2.196710191703899
66817,516.0,656.0,-0.7132578665552586,1.8833276663485723
66818,1388.0,872.0,2.01993984268215,2.6891684458336966
66819,1220.0,168.0,1.4933604675079706,0.0627244238081079
66820,1286.0,66.0,1.7002309363263983,-0.3178114998376449
66821,1352.0,66.0,1.907101405144826,-0.3178114998376449
66822,1236.0,116.0,1.543510884191226,-0.1312742823642366
66823,1048.0,188.0,0.9542434881629772,0.1373393107974712
66824,1096.0,48.0,1.1046947382127428,-0.3849648981280719
66825,544.0,552.0,-0.625494637359562,1.4953302540038835
66826,1744.0,1200.0,3.1357866138845787,3.912852592459255
66827,1116.0,628.0,1.1673827590668118,1.778866824563464
66828,1400.0,284.0,2.0575526551945917,0.4954907683464151
66829,1260.0,140.0,1.6187365092161086,-0.0417364179770006
66830,968.0,292.0,0.7034914047467011,0.5253367231421604
66831,1180.0,212.0,1.3679844257998326,0.2268771751847072
66832,1068.0,112.0,1.016931509017046,-0.1461972597621093
66833,1048.0,20.0,0.9542434881629772,-0.4894257399131805
66834,1392.0,344.0,2.032477446852964,0.719335429314505
66835,676.0,716.0,-0.2117536997227065,2.107172327316663
66836,1580.0,904.0,2.621744842881213,2.8085522650166777
66837,1188.0,392.0,1.3930596341414605,0.898411158088977
66838,1200.0,12.0,1.4306724466539016,-0.5192716947089259
66839,1560.0,360.0,2.5590568220271437,0.7790273389059956
66840,1064.0,496.0,1.0043939048462325,1.286408570433666
66841,328.0,736.0,-1.302525262583507,2.181787214306026
66842,416.0,88.0,-1.0266979708256037,-0.2357351241493453
66843,1044.0,628.0,0.9417058839921634,1.778866824563464
66844,1120.0,76.0,1.1799203632376256,-0.2805040563429632
66845,1096.0,24.0,1.1046947382127428,-0.4745027625153079
66846,1152.0,56.0,1.280221196604136,-0.3551189433323266
66847,1096.0,56.0,1.1046947382127428,-0.3551189433323266
66848,1176.0,80.0,1.3554468216290187,-0.2655810789450906
66849,1132.0,44.0,1.217533175750067,-0.3998878755259445
66850,716.0,416.0,-0.0863776580145684,0.987949022476213
66851,1676.0,960.0,2.922647342980744,3.017473948586895
66852,1152.0,524.0,1.280221196604136,1.3908694122187748
66853,1232.0,80.0,1.530973280020412,-0.2655810789450906
66854,544.0,688.0,-0.625494637359562,2.002711485531554
66855,572.0,28.0,-0.5377314081638653,-0.4595797851174352
66856,600.0,28.0,-0.4499681789681687,-0.4595797851174352
66857,1940.0,1340.0,3.750129218254455,4.435156801384798
66858,1056.0,884.0,0.9793186965046048,2.7339373780273144
66859,404.0,652.0,-1.064310783338045,1.8684046889507
66860,638.0,234.0,-0.3308609393454376,0.3089535508730068
66861,872.0,234.0,0.4025889046471698,0.3089535508730068
66862,958.0,86.0,0.6721473943196666,-0.2431966128482816
66863,1044.0,86.0,0.9417058839921634,-0.2431966128482816
66864,1516.0,472.0,2.421143176148192,1.19687070604643
66865,1060.0,456.0,0.9918563006754184,1.1371787964549396
66866,1092.0,32.0,1.092157134041929,-0.4446568077195625
66867,1408.0,316.0,2.082627863536219,0.6148745875293964
66868,732.0,676.0,-0.0362272413313132,1.957942553337936
66869,1252.0,520.0,1.593661300874481,1.375946434820902
66870,1056.0,196.0,0.9793186965046048,0.1671852655932165
66871,572.0,484.0,-0.5377314081638653,1.241639638240048
66872,1632.0,1060.0,2.7847336971017924,3.390548383533712
66873,884.0,748.0,0.4402017171596112,2.226556146499644
66874,1740.0,856.0,3.123249009713765,2.6294765362422057
66875,1044.0,696.0,0.9417058839921634,2.0325574403272992
66876,1036.0,8.0,0.9166306756505356,-0.5341946721067985
66877,524.0,512.0,-0.688182658213631,1.3461004800251568
66878,1384.0,860.0,2.0074022385113364,2.6443995136400784
66879,1228.0,156.0,1.5184356758495985,0.0179554916144899
66880,1116.0,112.0,1.1673827590668118,-0.1461972597621093
66881,1212.0,96.0,1.4682852591663431,-0.2058891693535999
66882,560.0,652.0,-0.5753442206763068,1.8684046889507
66883,1920.0,1360.0,3.687441197400386,4.509771688374161
66884,1028.0,892.0,0.8915554673089081,2.76378333282306
66885,416.0,612.0,-1.0266979708256037,1.7191749149719733
66886,1040.0,624.0,0.9291682798213496,1.7639438471655913
66887,1124.0,84.0,1.1924579674084397,-0.2506581015472179
66888,1080.0,44.0,1.0545443215294876,-0.3998878755259445
66889,604.0,476.0,-0.4374305747973549,1.2117936834443028
66890,1952.0,1348.0,3.787742030766896,4.465002756180543
66891,1224.0,728.0,1.5058980716787844,2.1519412595102807
66892,1248.0,24.0,1.5811236967036673,-0.4745027625153079
66893,952.0,296.0,0.6533409880634459,0.5402597005400331
66894,444.0,508.0,-0.938934741629907,1.331177502627284
